sample_id,sample_index,source,file_name,generation_status,parser_success,entity_count,relation_count
casie__10033.json,16,casie,10033.json,success,True,30,35
casie__10037.json,19,casie,10037.json,success,True,29,37
casie__10047.json,49,casie,10047.json,success,True,40,33
casie__10057.json,41,casie,10057.json,success,True,61,54
casie__10088.json,35,casie,10088.json,success,True,31,38
casie__10104.json,6,casie,10104.json,success,True,36,39
casie__10141.json,28,casie,10141.json,success,True,48,34
casie__10150.json,48,casie,10150.json,success,True,30,44
casie__10151.json,21,casie,10151.json,success,True,24,31
casie__10179.json,15,casie,10179.json,success,True,12,22
casie__10182.json,22,casie,10182.json,success,True,28,30
casie__10188.json,25,casie,10188.json,success,True,25,29
casie__10191.json,26,casie,10191.json,success,True,22,29
casie__10205.json,5,casie,10205.json,success,True,21,18
casie__10206.json,37,casie,10206.json,success,True,26,27
casie__10209.json,3,casie,10209.json,success,True,41,33
casie__10215.json,47,casie,10215.json,success,True,38,26
casie__10223.json,13,casie,10223.json,success,True,24,27
casie__10227.json,43,casie,10227.json,success,True,40,50
casie__1024.json,8,casie,1024.json,success,True,20,22
casie__10242.json,11,casie,10242.json,success,True,48,35
casie__10249.json,42,casie,10249.json,success,True,36,49
casie__10276.json,10,casie,10276.json,success,True,43,27
casie__10287.json,27,casie,10287.json,success,True,20,32
casie__10303.json,14,casie,10303.json,success,True,318,40
casie__10330.json,1,casie,10330.json,success,True,24,23
casie__10333.json,24,casie,10333.json,success,True,46,38
casie__10341.json,36,casie,10341.json,success,True,43,30
casie__10359.json,44,casie,10359.json,success,True,48,34
casie__1077.json,4,casie,1077.json,success,True,18,26
casie__1103.json,38,casie,1103.json,success,True,24,27
casie__1120.json,45,casie,1120.json,success,True,27,33
casie__1592.json,7,casie,1592.json,success,True,33,40
casie__1656.json,34,casie,1656.json,success,True,50,36
casie__1662.json,0,casie,1662.json,success,True,34,36
casie__1693.json,46,casie,1693.json,success,True,39,28
casie__1782.json,32,casie,1782.json,success,True,29,34
casie__2056.json,23,casie,2056.json,success,True,32,24
casie__2073.json,30,casie,2073.json,success,True,31,28
casie__2105.json,40,casie,2105.json,success,True,29,37
casie__216.json,39,casie,216.json,success,True,83,53
casie__2173.json,17,casie,2173.json,success,True,24,18
casie__2288.json,31,casie,2288.json,success,True,57,30
casie__2604.json,9,casie,2604.json,success,True,23,29
casie__2661.json,29,casie,2661.json,success,True,61,31
casie__364.json,33,casie,364.json,success,True,16,27
casie__365.json,18,casie,365.json,success,True,15,18
casie__410.json,2,casie,410.json,success,True,34,36
casie__638.json,20,casie,638.json,success,True,56,50
casie__769.json,12,casie,769.json,success,True,45,42
ctinexus__0-days-exploited-by-commercial-surveillance-vendor-in-egypt.json,67,ctinexus,0-days-exploited-by-commercial-surveillance-vendor-in-egypt.json,success,True,13,11
ctinexus__apache-erp-0day-underscores-dangers-of-incomplete-patches.json,86,ctinexus,apache-erp-0day-underscores-dangers-of-incomplete-patches.json,success,True,13,10
ctinexus__apple-fixes-first-zero-day-bug-exploited-in-attacks-this-year.json,63,ctinexus,apple-fixes-first-zero-day-bug-exploited-in-attacks-this-year.json,success,True,13,24
ctinexus__apts-swarm-zimbra-zero-day-to-steal-government-info-worldwide.json,82,ctinexus,apts-swarm-zimbra-zero-day-to-steal-government-info-worldwide.json,success,True,24,22
ctinexus__attackers-target-max-severity-apache-activemq-bug-to-drop-ransomware.json,51,ctinexus,attackers-target-max-severity-apache-activemq-bug-to-drop-ransomware.json,success,True,21,25
ctinexus__black-basta-bl00dy-ransomware-exploiting-recent-screenconnect-flaws.json,89,ctinexus,black-basta-bl00dy-ransomware-exploiting-recent-screenconnect-flaws.json,success,True,19,23
ctinexus__chinese-hackers-exploit-vmware-bug-as-zero-day-for-two-years.json,73,ctinexus,chinese-hackers-exploit-vmware-bug-as-zero-day-for-two-years.json,success,True,20,14
ctinexus__cloaked-ursa-phishing.json,74,ctinexus,cloaked-ursa-phishing.json,success,True,15,14
ctinexus__comcast-xfinity-breached-citrix-bleed-35m-customers.json,98,ctinexus,comcast-xfinity-breached-citrix-bleed-35m-customers.json,success,True,16,16
ctinexus__critical-risk-in-google-workspace-delegation-feature.json,94,ctinexus,critical-risk-in-google-workspace-delegation-feature.json,success,True,13,12
ctinexus__evasive-jupyter-infostealer-campaign-dangerous-variant.json,53,ctinexus,evasive-jupyter-infostealer-campaign-dangerous-variant.json,success,True,31,35
ctinexus__everything-you-need-to-know-about-apt-fancy-bear.json,81,ctinexus,everything-you-need-to-know-about-apt-fancy-bear.json,success,True,33,29
ctinexus__fortra-warns-of-new-critical-goanywhere-mft-auth-bypass-patch-now.json,66,ctinexus,fortra-warns-of-new-critical-goanywhere-mft-auth-bypass-patch-now.json,success,True,17,22
ctinexus__global-teamcity-exploitation-opens-door-to-solarwinds-style-nightmare.json,71,ctinexus,global-teamcity-exploitation-opens-door-to-solarwinds-style-nightmare.json,success,True,21,15
ctinexus__government-backed-actors-exploiting-winrar-vulnerability.json,58,ctinexus,government-backed-actors-exploiting-winrar-vulnerability.json,success,True,18,16
ctinexus__hackers-start-exploiting-critical-atlassian-confluence-rce-flaw.json,87,ctinexus,hackers-start-exploiting-critical-atlassian-confluence-rce-flaw.json,success,True,10,11
ctinexus__in-depth-look-at-apt35-aka-charming-kitten.json,55,ctinexus,in-depth-look-at-apt35-aka-charming-kitten.json,success,True,23,22
ctinexus__in-depth-look-at-yanluowang-ransomware.json,54,ctinexus,in-depth-look-at-yanluowang-ransomware.json,success,True,17,25
ctinexus__iphone-users-urged-to-update-to-patch-2-zero-days-under-attack.json,93,ctinexus,iphone-users-urged-to-update-to-patch-2-zero-days-under-attack.json,success,True,22,20
ctinexus__kasseika-ransomware-uses-antivirus-driver-to-kill-other-antiviruses.json,57,ctinexus,kasseika-ransomware-uses-antivirus-driver-to-kill-other-antiviruses.json,success,True,19,19
ctinexus__kimsuky-hackers-deploying-appleseed.json,72,ctinexus,kimsuky-hackers-deploying-appleseed.json,success,True,19,20
ctinexus__malicious-operations-of-exposed-iam-keys-cryptojacking.json,62,ctinexus,malicious-operations-of-exposed-iam-keys-cryptojacking.json,success,True,11,13
ctinexus__mastodon-vulnerability-allows-attackers-to-take-over-accounts.json,59,ctinexus,mastodon-vulnerability-allows-attackers-to-take-over-accounts.json,success,True,13,19
ctinexus__microsoft-zeroday-exploit.json,99,ctinexus,microsoft-zeroday-exploit.json,success,True,13,17
ctinexus__midnight-blizzard-conducts-targeted-social-engineering-over-microsoft-teams.json,60,ctinexus,midnight-blizzard-conducts-targeted-social-engineering-over-microsoft-teams.json,success,True,14,19
ctinexus__moveit-vulnerabilities-exploits.json,65,ctinexus,moveit-vulnerabilities-exploits.json,success,True,8,11
ctinexus__new-iranian-apt-data-extraction-tool.json,92,ctinexus,new-iranian-apt-data-extraction-tool.json,success,True,17,24
ctinexus__new-sneaky-xamalicious-android-malware.json,56,ctinexus,new-sneaky-xamalicious-android-malware.json,success,True,17,21
ctinexus__peach-sandstorm-password-spray-campaigns-enable-intelligence-collection-at-high-value-targets.json,88,ctinexus,peach-sandstorm-password-spray-campaigns-enable-intelligence-collection-at-high-value-targets.json,success,True,19,17
ctinexus__pegasus-forcedentry-protection.json,83,ctinexus,pegasus-forcedentry-protection.json,success,True,15,16
ctinexus__pensive-ursa-uses-upgraded-kazuar-backdoor_1.json,69,ctinexus,pensive-ursa-uses-upgraded-kazuar-backdoor_1.json,success,True,21,17
ctinexus__public-exploits-atlassian-confluence-flaw.json,84,ctinexus,public-exploits-atlassian-confluence-flaw.json,success,True,15,14
ctinexus__purplefox-malware-infects-thousands-of-computers-in-ukraine.json,80,ctinexus,purplefox-malware-infects-thousands-of-computers-in-ukraine.json,success,True,20,17
ctinexus__ragnar-locker-ransomware.json,61,ctinexus,ragnar-locker-ransomware.json,success,True,19,22
ctinexus__ransomware-spotlight-akira.json,91,ctinexus,ransomware-spotlight-akira.json,success,True,15,14
ctinexus__ransomware-spotlight-clop.json,97,ctinexus,ransomware-spotlight-clop.json,success,True,25,23
ctinexus__ransomware-spotlight-lockbit.json,77,ctinexus,ransomware-spotlight-lockbit.json,success,True,20,16
ctinexus__ransomware-spotlight-ransomexx.json,95,ctinexus,ransomware-spotlight-ransomexx.json,success,True,16,17
ctinexus__ransomware-spotlight-targetcompany.json,68,ctinexus,ransomware-spotlight-targetcompany.json,success,True,21,21
ctinexus__reservation-links-prey-on-travelers.json,90,ctinexus,reservation-links-prey-on-travelers.json,success,True,12,12
ctinexus__russia-star-blizzard-apt-upgrades-stealth-unmasked.json,96,ctinexus,russia-star-blizzard-apt-upgrades-stealth-unmasked.json,success,True,20,20
ctinexus__russian-hackers-stole-microsoft-corporate-emails-in-month-long-breach.json,64,ctinexus,russian-hackers-stole-microsoft-corporate-emails-in-month-long-breach.json,success,True,15,14
ctinexus__ryuk-2020-distributing-ransomware-via-trickbot-and-bazarloader.json,85,ctinexus,ryuk-2020-distributing-ransomware-via-trickbot-and-bazarloader.json,success,True,13,11
ctinexus__sea-turtle-cyber-espionage-campaign.json,50,ctinexus,sea-turtle-cyber-espionage-campaign.json,success,True,12,18
ctinexus__star-blizzard-increases-sophistication-and-evasion-in-ongoing-attacks.json,79,ctinexus,star-blizzard-increases-sophistication-and-evasion-in-ongoing-attacks.json,success,True,16,14
ctinexus__threat-group-using-rare-data-transfer-tactic-in-new-remcosrat-campaign.json,78,ctinexus,threat-group-using-rare-data-transfer-tactic-in-new-remcosrat-campaign.json,success,True,9,10
ctinexus__two-campaigns-by-north-korea-bad-actors-target-job-hunters.json,52,ctinexus,two-campaigns-by-north-korea-bad-actors-target-job-hunters.json,success,True,15,16
ctinexus__two-microsoft-zero-day-vulnerabilities-exploited-by-attackers.json,76,ctinexus,two-microsoft-zero-day-vulnerabilities-exploited-by-attackers.json,success,True,14,13
ctinexus__volt-typhoon-targets-us-critical-infrastructure-with-living-off-the-land-techniques.json,75,ctinexus,volt-typhoon-targets-us-critical-infrastructure-with-living-off-the-land-techniques.json,success,True,22,22
ctinexus__vultur-android-malware-gets-extensive-device-interaction-capabilities.json,70,ctinexus,vultur-android-malware-gets-extensive-device-interaction-capabilities.json,success,True,30,33
llm4cti__RQ1_25年6月使用的_index_0.json,200,llm4cti,RQ1_25年6月使用的_index_0.json,success,True,16,13
llm4cti__RQ1_25年6月使用的_index_1.json,201,llm4cti,RQ1_25年6月使用的_index_1.json,success,True,88,58
llm4cti__RQ1_25年6月使用的_index_10.json,202,llm4cti,RQ1_25年6月使用的_index_10.json,success,True,23,32
llm4cti__RQ1_25年6月使用的_index_11.json,203,llm4cti,RQ1_25年6月使用的_index_11.json,success,True,34,43
llm4cti__RQ1_25年6月使用的_index_12.json,204,llm4cti,RQ1_25年6月使用的_index_12.json,success,True,37,55
llm4cti__RQ1_25年6月使用的_index_13.json,205,llm4cti,RQ1_25年6月使用的_index_13.json,success,True,22,29
llm4cti__RQ1_25年6月使用的_index_14.json,206,llm4cti,RQ1_25年6月使用的_index_14.json,success,True,42,47
llm4cti__RQ1_25年6月使用的_index_15.json,207,llm4cti,RQ1_25年6月使用的_index_15.json,success,True,21,20
llm4cti__RQ1_25年6月使用的_index_16.json,208,llm4cti,RQ1_25年6月使用的_index_16.json,success,True,22,23
llm4cti__RQ1_25年6月使用的_index_17.json,209,llm4cti,RQ1_25年6月使用的_index_17.json,success,True,50,39
llm4cti__RQ1_25年6月使用的_index_18.json,210,llm4cti,RQ1_25年6月使用的_index_18.json,success,True,68,57
llm4cti__RQ1_25年6月使用的_index_19.json,211,llm4cti,RQ1_25年6月使用的_index_19.json,success,True,90,58
llm4cti__RQ1_25年6月使用的_index_2.json,212,llm4cti,RQ1_25年6月使用的_index_2.json,success,True,74,60
llm4cti__RQ1_25年6月使用的_index_21.json,213,llm4cti,RQ1_25年6月使用的_index_21.json,success,True,27,35
llm4cti__RQ1_25年6月使用的_index_22.json,214,llm4cti,RQ1_25年6月使用的_index_22.json,success,True,159,41
llm4cti__RQ1_25年6月使用的_index_23.json,215,llm4cti,RQ1_25年6月使用的_index_23.json,success,True,22,26
llm4cti__RQ1_25年6月使用的_index_24.json,216,llm4cti,RQ1_25年6月使用的_index_24.json,success,True,36,35
llm4cti__RQ1_25年6月使用的_index_25.json,217,llm4cti,RQ1_25年6月使用的_index_25.json,success,True,58,65
llm4cti__RQ1_25年6月使用的_index_26.json,218,llm4cti,RQ1_25年6月使用的_index_26.json,success,True,40,37
llm4cti__RQ1_25年6月使用的_index_27.json,219,llm4cti,RQ1_25年6月使用的_index_27.json,success,True,37,62
llm4cti__RQ1_25年6月使用的_index_29.json,220,llm4cti,RQ1_25年6月使用的_index_29.json,success,True,43,38
llm4cti__RQ1_25年6月使用的_index_30.json,221,llm4cti,RQ1_25年6月使用的_index_30.json,success,True,82,42
llm4cti__RQ1_25年6月使用的_index_32.json,222,llm4cti,RQ1_25年6月使用的_index_32.json,success,True,158,40
llm4cti__RQ1_25年6月使用的_index_33.json,223,llm4cti,RQ1_25年6月使用的_index_33.json,success,True,28,34
llm4cti__RQ1_25年6月使用的_index_34.json,224,llm4cti,RQ1_25年6月使用的_index_34.json,success,True,29,28
llm4cti__RQ1_25年6月使用的_index_35.json,225,llm4cti,RQ1_25年6月使用的_index_35.json,success,True,38,48
llm4cti__RQ1_25年6月使用的_index_36.json,226,llm4cti,RQ1_25年6月使用的_index_36.json,success,True,52,41
llm4cti__RQ1_25年6月使用的_index_37.json,227,llm4cti,RQ1_25年6月使用的_index_37.json,success,True,45,50
llm4cti__RQ1_25年6月使用的_index_38.json,228,llm4cti,RQ1_25年6月使用的_index_38.json,success,True,60,40
llm4cti__RQ1_25年6月使用的_index_4.json,229,llm4cti,RQ1_25年6月使用的_index_4.json,success,True,112,49
llm4cti__RQ1_25年6月使用的_index_40.json,230,llm4cti,RQ1_25年6月使用的_index_40.json,success,True,27,28
llm4cti__RQ1_25年6月使用的_index_41.json,231,llm4cti,RQ1_25年6月使用的_index_41.json,success,True,49,68
llm4cti__RQ1_25年6月使用的_index_42.json,232,llm4cti,RQ1_25年6月使用的_index_42.json,success,True,60,54
llm4cti__RQ1_25年6月使用的_index_43.json,233,llm4cti,RQ1_25年6月使用的_index_43.json,success,True,21,33
llm4cti__RQ1_25年6月使用的_index_45.json,234,llm4cti,RQ1_25年6月使用的_index_45.json,success,True,20,28
llm4cti__RQ1_25年6月使用的_index_46.json,235,llm4cti,RQ1_25年6月使用的_index_46.json,success,True,61,65
llm4cti__RQ1_25年6月使用的_index_47.json,236,llm4cti,RQ1_25年6月使用的_index_47.json,success,True,245,62
llm4cti__RQ1_25年6月使用的_index_48.json,237,llm4cti,RQ1_25年6月使用的_index_48.json,success,True,25,27
llm4cti__RQ1_25年6月使用的_index_5.json,238,llm4cti,RQ1_25年6月使用的_index_5.json,success,True,46,83
llm4cti__RQ1_25年6月使用的_index_50.json,239,llm4cti,RQ1_25年6月使用的_index_50.json,success,True,57,56
llm4cti__RQ1_25年6月使用的_index_51.json,240,llm4cti,RQ1_25年6月使用的_index_51.json,success,True,36,43
llm4cti__RQ1_25年6月使用的_index_53.json,241,llm4cti,RQ1_25年6月使用的_index_53.json,success,True,56,64
llm4cti__RQ1_25年6月使用的_index_54.json,242,llm4cti,RQ1_25年6月使用的_index_54.json,success,True,112,108
llm4cti__RQ1_25年6月使用的_index_56.json,243,llm4cti,RQ1_25年6月使用的_index_56.json,success,True,27,40
llm4cti__RQ1_25年6月使用的_index_57.json,244,llm4cti,RQ1_25年6月使用的_index_57.json,success,True,33,50
llm4cti__RQ1_25年6月使用的_index_6.json,245,llm4cti,RQ1_25年6月使用的_index_6.json,success,True,52,47
llm4cti__RQ1_25年6月使用的_index_7.json,246,llm4cti,RQ1_25年6月使用的_index_7.json,success,True,68,53
llm4cti__RQ1_25年6月使用的_index_8.json,247,llm4cti,RQ1_25年6月使用的_index_8.json,success,True,15,14
llm4cti__RQ1_25年6月使用的_index_9.json,248,llm4cti,RQ1_25年6月使用的_index_9.json,success,True,39,25
malkg__201102McAfeeNightDragon.txt,114,malkg,201102McAfeeNightDragon.txt,success,True,66,93
malkg__201109CommandFiveSKHack.txt,143,malkg,201109CommandFiveSKHack.txt,success,True,97,48
malkg__201109TrendLabsLuridDownloader.txt,115,malkg,201109TrendLabsLuridDownloader.txt,success,True,151,113
malkg__201110Zscaler1php.txt,128,malkg,201110Zscaler1php.txt,success,True,100,42
malkg__201201TrendMicroHeartBeat.txt,105,malkg,201201TrendMicroHeartBeat.txt,success,True,98,114
malkg__201202DellSecureWorksSinDigoo.txt,104,malkg,201202DellSecureWorksSinDigoo.txt,success,True,77,74
malkg__201203ContextInformationSecurityCrouchingTiger.txt,117,malkg,201203ContextInformationSecurityCrouchingTiger.txt,success,True,321,105
malkg__201204SecureListSabPub.txt,129,malkg,201204SecureListSabPub.txt,success,True,40,52
malkg__201205SymantecFlamer.txt,132,malkg,201205SymantecFlamer.txt,success,True,124,103
malkg__201207CitizenLabLURK.txt,148,malkg,201207CitizenLabLURK.txt,success,True,103,102
malkg__201207WiredDarkComet.txt,116,malkg,201207WiredDarkComet.txt,success,True,30,64
malkg__201208TrendMicroTaidoor.txt,119,malkg,201208TrendMicroTaidoor.txt,success,True,164,147
malkg__201209CitizenLabIEXPL0RERAT.txt,103,malkg,201209CitizenLabIEXPL0RERAT.txt,success,True,11,0
malkg__201209DellSecureWorksMirage.txt,109,malkg,201209DellSecureWorksMirage.txt,success,True,175,119
malkg__201209RSAFirstWatchVOHO.txt,113,malkg,201209RSAFirstWatchVOHO.txt,success,True,63,63
malkg__201210MatasanoRAT.txt,147,malkg,201210MatasanoRAT.txt,success,True,145,77
malkg__201211DunhamWickedRose.txt,138,malkg,201211DunhamWickedRose.txt,success,True,130,92
malkg__201211NormanXtremeRat.txt,102,malkg,201211NormanXtremeRat.txt,success,True,54,80
malkg__201302KasperskyLabsMiniDuke.txt,125,malkg,201302KasperskyLabsMiniDuke.txt,success,True,70,126
malkg__201302SymantecCommentCrew.txt,100,malkg,201302SymantecCommentCrew.txt,success,True,610,607
malkg__201302SymantecStuxnet.txt,107,malkg,201302SymantecStuxnet.txt,success,True,96,128
malkg__201303CIRCLPlugX.txt,121,malkg,201303CIRCLPlugX.txt,success,True,54,63
malkg__201303CitizenLabFinFisher.txt,141,malkg,201303CitizenLabFinFisher.txt,success,True,51,66
malkg__201303FidelisDarkSeoulJokra.txt,111,malkg,201303FidelisDarkSeoulJokra.txt,success,True,48,42
malkg__201303itrustPoisonIvy.txt,126,malkg,201303itrustPoisonIvy.txt,success,True,176,59
malkg__201304BitdefenderMiniDuke.txt,127,malkg,201304BitdefenderMiniDuke.txt,success,True,7,170
malkg__201304FireEyeTrojanAPTBaneChant.txt,108,malkg,201304FireEyeTrojanAPTBaneChant.txt,success,True,56,62
malkg__201305CIRCLMiniDuke.txt,130,malkg,201305CIRCLMiniDuke.txt,success,True,71,82
malkg__201305NormanHangover.txt,131,malkg,201305NormanHangover.txt,success,True,58,51
malkg__201305WeLiveSecurityPakistanAttack.txt,136,malkg,201305WeLiveSecurityPakistanAttack.txt,success,True,30,33
malkg__201306FireEyeSeinUp.txt,123,malkg,201306FireEyeSeinUp.txt,success,True,70,51
malkg__201306NormanMaudi.txt,142,malkg,201306NormanMaudi.txt,success,True,163,70
malkg__201306Rapid7KeyBoy.txt,137,malkg,201306Rapid7KeyBoy.txt,success,True,54,54
malkg__201309FireEyeTaidoor.txt,149,malkg,201309FireEyeTaidoor.txt,success,True,49,87
malkg__201402CrowdStrikeSakula.txt,146,malkg,201402CrowdStrikeSakula.txt,success,True,63,51
malkg__201402FireEyeSnowMan.txt,145,malkg,201402FireEyeSnowMan.txt,success,True,113,68
malkg__201403FireEyeSiesta.txt,139,malkg,201403FireEyeSiesta.txt,success,True,51,25
malkg__201403TrendMicroSiesta.txt,124,malkg,201403TrendMicroSiesta.txt,success,True,69,60
malkg__201405FireEyeSaffronRose.txt,122,malkg,201405FireEyeSaffronRose.txt,success,True,87,118
malkg__201407CrowdStrikeDeepPanda.txt,140,malkg,201407CrowdStrikeDeepPanda.txt,success,True,27,73
malkg__201407VinsulaSayad.txt,120,malkg,201407VinsulaSayad.txt,success,True,144,92
malkg__201409ClearSkyGholee.txt,101,malkg,201409ClearSkyGholee.txt,success,True,70,68
malkg__201411CrowdStrikeDeepPanda.txt,133,malkg,201411CrowdStrikeDeepPanda.txt,success,True,92,55
malkg__201411ESETRoamingTiger.txt,112,malkg,201411ESETRoamingTiger.txt,success,True,94,43
malkg__201411FSecureOnionDuke.txt,134,malkg,201411FSecureOnionDuke.txt,success,True,60,62
malkg__201411FireEyeOperationDoubleTap.txt,135,malkg,201411FireEyeOperationDoubleTap.txt,success,True,103,65
malkg__201411SymantecCloudyOmega.txt,106,malkg,201411SymantecCloudyOmega.txt,success,True,54,68
malkg__201412CylanceOperationCleaver.txt,118,malkg,201412CylanceOperationCleaver.txt,success,True,64,46
malkg__201503CrowdStrikeChinaChopper.txt,144,malkg,201503CrowdStrikeChinaChopper.txt,success,True,58,35
malkg__201901RockeGroupXbash.txt,110,malkg,201901RockeGroupXbash.txt,success,True,67,61
securenlp__ANALYSIS-ON-APT-TO-BE-ATTACK-THAT-FOCUSING-ON-CHINAS-GOVERNMENT-AGENCY-,181,securenlp,ANALYSIS-ON-APT-TO-BE-ATTACK-THAT-FOCUSING-ON-CHINAS-GOVERNMENT-AGENCY-,success,True,17,24
securenlp__ASERT-Threat-Intelligence-Brief-2014-07-Illuminating-Etumbot-APT,159,securenlp,ASERT-Threat-Intelligence-Brief-2014-07-Illuminating-Etumbot-APT,success,True,21,52
securenlp__AdversaryIntelligenceReport_DeepPanda_0 (1),177,securenlp,AdversaryIntelligenceReport_DeepPanda_0 (1),success,True,14,101
securenlp__Aided_Frame_Aided_Direction,150,securenlp,Aided_Frame_Aided_Direction,success,True,48,52
securenlp__Alienvault_Scanbox,173,securenlp,Alienvault_Scanbox,success,True,47,42
securenlp__BlackEnergy2_Plugins_Router,188,securenlp,BlackEnergy2_Plugins_Router,success,True,156,0
securenlp__CloudAtlas_RedOctober_APT,169,securenlp,CloudAtlas_RedOctober_APT,success,True,120,48
securenlp__CmstarDownloader_Lurid_Enfal_Cousin,164,securenlp,CmstarDownloader_Lurid_Enfal_Cousin,success,True,150,64
securenlp__Compromise_Greece_Beijing,180,securenlp,Compromise_Greece_Beijing,success,True,59,46
securenlp__CozyDuke,197,securenlp,CozyDuke,success,True,168,139
securenlp__Cylance SPEAR Team_ A Threat Actor Resurfaces,196,securenlp,Cylance SPEAR Team_ A Threat Actor Resurfaces,success,True,122,62
securenlp__Cylance_Operation_Cleaver_Report,165,securenlp,Cylance_Operation_Cleaver_Report,success,True,14,89
securenlp__Darwin_fav_APT_Group,191,securenlp,Darwin_fav_APT_Group,success,True,28,56
securenlp__Derusbi_Server_Analysis-Final,153,securenlp,Derusbi_Server_Analysis-Final,success,True,114,0
"securenlp__Dino,the latest spying malware from an allegedly French espionage group analyzed",152,securenlp,"Dino,the latest spying malware from an allegedly French espionage group analyzed",success,True,20,89
securenlp__Duke_cloud_Linux,189,securenlp,Duke_cloud_Linux,success,True,26,45
securenlp__Elephantosis,154,securenlp,Elephantosis,success,True,33,77
securenlp__HPSR SecurityBriefing_Episode16_NorthKorea,162,securenlp,HPSR SecurityBriefing_Episode16_NorthKorea,success,True,31,67
securenlp__Hikit_Analysis-Final,168,securenlp,Hikit_Analysis-Final,success,True,91,120
securenlp__KL_Epic_Turla_Technical_Appendix_20140806,161,securenlp,KL_Epic_Turla_Technical_Appendix_20140806,success,True,143,118
securenlp__Korplug_Afghanistan_Tajikistan,170,securenlp,Korplug_Afghanistan_Tajikistan,success,True,55,35
securenlp__Micro-Targeted-Malvertising-WP-10-27-14-1,184,securenlp,Micro-Targeted-Malvertising-WP-10-27-14-1,success,True,130,140
securenlp__Miniduke_twitter,186,securenlp,Miniduke_twitter,success,True,49,106
securenlp__NYTimes_Attackers_Evolve_Quickly,193,securenlp,NYTimes_Attackers_Evolve_Quickly,success,True,105,46
securenlp__NetTraveler_Makeover_10th_Birthday,175,securenlp,NetTraveler_Makeover_10th_Birthday,success,True,98,55
securenlp__OperationDoubleTap,192,securenlp,OperationDoubleTap,success,True,115,69
securenlp__Operation_CloudyOmega_Ichitaro,171,securenlp,Operation_CloudyOmega_Ichitaro,success,True,27,44
securenlp__Operation_GreedyWonk,198,securenlp,Operation_GreedyWonk,success,True,54,49
securenlp__Operation_Poisoned_Handover,182,securenlp,Operation_Poisoned_Handover,success,True,139,83
securenlp__Operation_SnowMan,156,securenlp,Operation_SnowMan,success,True,132,64
securenlp__OrcaRAT,172,securenlp,OrcaRAT,success,True,163,41
securenlp__Pitty_Tiger_Final_Report,179,securenlp,Pitty_Tiger_Final_Report,failed,False,80,0
securenlp__Regis_The_Intercept,187,securenlp,Regis_The_Intercept,success,True,72,66
securenlp__TA14-353A_wiper,158,securenlp,TA14-353A_wiper,success,True,20,88
securenlp__Targeting_Syrian_ISIS_Critics,166,securenlp,Targeting_Syrian_ISIS_Critics,success,True,70,0
securenlp__The_Epic_Turla_Operation,157,securenlp,The_Epic_Turla_Operation,success,True,9,133
securenlp__The_Monju_Incident,185,securenlp,The_Monju_Incident,success,True,51,49
securenlp__The_Uroburos_case,183,securenlp,The_Uroburos_case,success,True,113,33
securenlp__ThreatConnect_Operation_Arachnophobia_Report,199,securenlp,ThreatConnect_Operation_Arachnophobia_Report,success,True,106,130
securenlp__apt28,167,securenlp,apt28,success,True,115,178
securenlp__bcs_wp_InceptionReport_EN_v12914,178,securenlp,bcs_wp_InceptionReport_EN_v12914,success,True,7,24
securenlp__darkhotelappendixindicators_kl,163,securenlp,darkhotelappendixindicators_kl,success,True,67,85
securenlp__duqu2_crysys,194,securenlp,duqu2_crysys,success,True,42,26
securenlp__fireeye-operation-saffron-rose,151,securenlp,fireeye-operation-saffron-rose,success,True,132,107
securenlp__fireeye-sidewinder-targeted-attack,190,securenlp,fireeye-sidewinder-targeted-attack,success,True,97,52
securenlp__operation-poisoned-helmand,174,securenlp,operation-poisoned-helmand,success,True,84,72
securenlp__putter-panda,195,securenlp,putter-panda,failed,False,68,0
securenlp__sec14-paper-marczak,155,securenlp,sec14-paper-marczak,success,True,94,0
securenlp__snake_whitepaper,176,securenlp,snake_whitepaper,success,True,202,0
securenlp__targeted_attacks_against_the_energy_sector,160,securenlp,targeted_attacks_against_the_energy_sector,success,True,156,85
